nohup: ignoring input
[2026-08-25 11:40:58] 🚀 Auto-switch daemon started. Monitoring XĂNG (3 Seeds: 42, 123, 777)...
[2026-08-25 11:40:58] Status: XĂNG 963/987 completed (97.57%) | 24 jobs remaining
[2026-08-27 01:36:03] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:37:03] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:37:03] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:38:03] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:38:03] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:39:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:39:04] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:40:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:40:04] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:41:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:41:04] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:42:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:42:04] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:43:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:43:04] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:44:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:44:04] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:45:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:45:04] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:46:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:46:04] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:47:04] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:47:04] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:48:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:48:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:49:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:49:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:50:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:50:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:51:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:51:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:52:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:52:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:53:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:53:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:54:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:54:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:55:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:55:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:56:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:56:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:57:05] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:57:05] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:58:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:58:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 01:59:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 01:59:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:00:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:00:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:01:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:01:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:02:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:02:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:03:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:03:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:04:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:04:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:05:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:05:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:06:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:06:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:07:06] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:07:06] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:08:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:08:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:09:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:09:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:10:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:10:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:11:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:11:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:12:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:12:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:13:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:13:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:14:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:14:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:15:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:15:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:16:07] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:16:07] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:17:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:17:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:18:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:18:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:19:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:19:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:20:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:20:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:21:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:21:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:22:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:22:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:23:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:23:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:24:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:24:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:25:08] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:25:08] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:26:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:26:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:27:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:27:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:28:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:28:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:29:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:29:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:30:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:30:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:31:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:31:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:32:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:32:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:33:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:33:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:34:09] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:34:09] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:35:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:35:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:36:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:36:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:37:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:37:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:38:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:38:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:39:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:39:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:40:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:40:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:41:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:41:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:42:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:42:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:43:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:43:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:44:10] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:44:10] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:45:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:45:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:46:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:46:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:47:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:47:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:48:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:48:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:49:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:49:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:50:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:50:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:51:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:51:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:52:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:52:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:53:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:53:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:54:11] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:54:11] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:55:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:55:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:56:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:56:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:57:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:57:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:58:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:58:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 02:59:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 02:59:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:00:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:00:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:01:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:01:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:02:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:02:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:03:12] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:03:12] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:04:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:04:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:05:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:05:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:06:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:06:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:07:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:07:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:08:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:08:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:09:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:09:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:10:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:10:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:11:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:11:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:12:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:12:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:13:13] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:13:13] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:14:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:14:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:15:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:15:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:16:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:16:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:17:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:17:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:18:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:18:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:19:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:19:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:20:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:20:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:21:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:21:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:22:14] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:22:14] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:23:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:23:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:24:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:24:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:25:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:25:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:26:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:26:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:27:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:27:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:28:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:28:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:29:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:29:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:30:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:30:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
